userId,movieId,rating,timestamp,title
1,1,4.0,964982703,Toy Story
1,47,5.0,964983815,Se7en
1,50,5.0,964982931,The Usual Suspects
1,70,3.0,964982400,From Dusk Till Dawn
1,101,5.0,964980868,Bottle Rocket
1,110,4.0,964982176,Braveheart
1,151,5.0,964984041,Rob Roy
1,163,5.0,964983650,Desperado
1,223,3.0,964980985,Clerks
1,231,5.0,964981179,Dumb and Dumber
1,235,4.0,964980908,Ed Wood
1,260,5.0,964981680,Star Wars
1,296,3.0,964982967,Pulp Fiction
1,349,4.0,964982563,Clear and Present Danger
1,356,4.0,964980962,Forrest Gump
1,367,4.0,964981710,The Mask
1,441,4.0,964980868,Dazed and Confused
1,457,5.0,964981909,The Fugitive
1,480,4.0,964982346,Jurassic Park
1,500,3.0,964981208,Mrs. Doubtfire
1,527,5.0,964984002,Schindler's List
1,553,5.0,964984153,Tombstone
1,590,4.0,964982546,Dances with Wolves
1,592,4.0,964982271,Batman
1,593,4.0,964983793,The Silence of the Lambs
1,596,5.0,964982838,Pinocchio
1,648,3.0,964982563,Mission: Impossible
1,673,3.0,964981775,Space Jam
1,733,4.0,964982400,The Rock
1,736,3.0,964982653,Twister
1,780,3.0,964984086,Independence Day
1,804,4.0,964980499,She's the One
1,919,5.0,964982475,The Wizard of Oz
1,954,5.0,964983219,Mr. Smith Goes to Washington
1,1042,4.0,964981179,That Thing You Do!
1,1049,5.0,964982400,The Ghost and the Darkness
1,1060,4.0,964980924,Swingers
1,1073,5.0,964981680,Willy Wonka & the Chocolate Factory
1,1089,5.0,964982951,Reservoir Dogs
1,1090,4.0,964984018,Platoon
1,1097,5.0,964981680,E.T. the Extra-Terrestrial
1,1127,4.0,964982513,The Abyss
1,1136,5.0,964981327,Monty Python and the Holy Grail
1,1196,5.0,964981827,The Empire Strikes Back
1,1197,5.0,964981872,The Princess Bride
1,1198,5.0,964981827,Raiders of the Lost Ark
1,1208,4.0,964983250,Apocalypse Now
1,1210,5.0,964980499,Return of the Jedi
1,1213,5.0,964982951,GoodFellas
1,1214,4.0,964981855,Alien
1,1219,2.0,964983393,Psycho
1,1220,5.0,964981909,The Blues Brothers
1,1224,5.0,964984018,Henry V
1,1240,5.0,964983723,The Terminator
1,1258,3.0,964983414,The Shining
1,1265,4.0,964983599,Groundhog Day
1,1270,5.0,964983705,Back to the Future
1,1275,5.0,964982290,Highlander
1,1278,5.0,964983414,Young Frankenstein
1,1282,5.0,964982703,Fantasia
1,1291,5.0,964981909,Indiana Jones and the Last Crusade
1,1377,3.0,964982653,Batman Returns
1,1408,3.0,964982310,The Last of the Mohicans
1,1500,4.0,964980985,Grosse Pointe Blank
1,1517,5.0,964981107,Austin Powers: International Man of Mystery
1,1552,4.0,964982620,Con Air
1,1573,5.0,964982290,Face/Off
1,1580,3.0,964981125,Men in Black
1,1587,5.0,964982346,Conan the Barbarian
1,1617,5.0,964982951,L.A. Confidential
1,1620,4.0,964983056,Kiss the Girls
1,1625,5.0,964983504,The Game
1,1644,3.0,964983536,I Know What You Did Last Summer
1,1676,3.0,964982620,Starship Troopers
1,1732,5.0,964981125,The Big Lebowski
1,1804,5.0,964983034,The Newton Boys
1,1805,4.0,964983056,Wild Things
1,1920,4.0,964981780,Small Soldiers
1,1954,5.0,964982176,Rocky
1,2012,4.0,964984176,Back to the Future Part III
1,2018,5.0,964980523,Bambi
1,2028,4.0,964981888,Saving Private Ryan
1,2058,5.0,964982400,The Negotiator
1,2093,3.0,964981710,Return to Oz
1,2115,5.0,964982529,Indiana Jones and the Temple of Doom
1,2161,5.0,964981710,The NeverEnding Story
1,2174,4.0,964981680,Beetlejuice
1,2268,4.0,964982989,A Few Good Men
1,2291,5.0,964983664,Edward Scissorhands
1,2329,5.0,964983263,American History X
1,2338,2.0,964983546,I Still Know What You Did Last Summer
1,2353,5.0,964983861,Enemy of the State
1,2387,5.0,964983123,Very Bad Things
1,2395,5.0,964981093,Rushmore
1,2414,3.0,964982513,Young Sherlock Holmes
1,2427,5.0,964982242,The Thin Red Line
1,2450,4.0,964982620,Howard the Duck
1,2459,5.0,964983414,The Texas Chain Saw Massacre
1,2470,5.0,964982588,Crocodile Dundee
1,2492,4.0,965719662,20 Dates
1,2502,5.0,964981278,Office Space
1,2528,3.0,964982328,Logan's Run
1,2542,5.0,964981265,"Lock, Stock and Two Smoking Barrels"
1,2571,5.0,964981888,The Matrix
1,2580,5.0,964983000,Go
1,2616,4.0,964983080,Dick Tracy
1,2628,4.0,964980523,Star Wars: Episode I - The Phantom Menace
1,2640,4.0,964982377,Superman
1,2641,5.0,964982620,Superman II
1,2692,5.0,964981855,Run Lola Run
1,2700,5.0,964980985,"South Park: Bigger, Longer & Uncut"
1,2761,5.0,964982703,The Iron Giant
1,2797,4.0,964981710,Big
1,2826,4.0,964980523,The 13th Warrior
1,2858,5.0,964980868,American Beauty
1,2916,4.0,964982290,Total Recall
1,2947,5.0,964982176,Goldfinger
1,2948,5.0,964982191,From Russia with Love
1,2949,5.0,964981888,Dr. No
1,2959,5.0,964983282,Fight Club
1,2991,5.0,964982271,Live and Let Die
1,2993,5.0,964982242,Thunderball
1,2997,4.0,964980896,Being John Malkovich
1,3033,5.0,964983762,Spaceballs
1,3052,5.0,964981208,Dogma
1,3053,5.0,964984086,The Messenger: The Story of Joan of Arc
1,3062,4.0,964981872,The Longest Day
1,3147,5.0,964983873,The Green Mile
1,3176,1.0,964983504,The Talented Mr. Ripley
1,3253,5.0,964981107,Wayne's World
1,3273,5.0,964983536,Scream 3
1,3386,5.0,964983484,JFK
1,3439,4.0,964981799,Teenage Mutant Ninja Turtles II: The Secret of the Ooze
1,3440,4.0,964981799,Teenage Mutant Ninja Turtles III
1,3441,5.0,964982328,Red Dawn
1,3448,5.0,964984054,"Good Morning, Vietnam"
1,3479,4.0,964981725,Ladyhawke
1,3489,4.0,964981775,Hook
1,3527,4.0,964982271,Predator
1,3578,5.0,964980668,Gladiator
1,3617,4.0,964980683,Road Trip
1,3639,4.0,964982271,The Man with the Golden Gun
1,3671,5.0,964981589,Blazing Saddles
1,3702,5.0,964983737,Mad Max
1,3703,5.0,964981909,Mad Max 2: The Road Warrior
1,3740,4.0,964982417,Big Trouble in Little China
1,3744,4.0,964980694,Shaft
1,3793,5.0,964981855,X-Men
2,318,3.0,1445714835,The Shawshank Redemption
2,1704,4.5,1445715228,Good Will Hunting
2,3578,4.0,1445714885,Gladiator
2,6874,4.0,1445714952,Kill Bill: Vol. 1
2,8798,3.5,1445714960,Collateral
2,46970,4.0,1445715013,Talladega Nights: The Ballad of Ricky Bobby
2,48516,4.0,1445715064,The Departed
2,58559,4.5,1445715141,The Dark Knight
2,60756,5.0,1445714980,Step Brothers
2,68157,4.5,1445715154,Inglourious Basterds
2,71535,3.0,1445714974,Zombieland
2,74458,4.0,1445714926,Shutter Island
2,79132,4.0,1445714841,Inception
2,80489,4.5,1445715340,The Town
2,80906,5.0,1445715172,Inside Job
2,89774,5.0,1445715189,Warrior
2,91529,3.5,1445714891,The Dark Knight Rises
2,91658,2.5,1445714938,The Girl with the Dragon Tattoo
2,99114,3.5,1445714874,Django Unchained
2,106782,5.0,1445714966,The Wolf of Wall Street
2,109487,3.0,1445715145,Interstellar
2,112552,4.0,1445714882,Whiplash
2,115713,3.5,1445714854,Ex Machina
2,122882,5.0,1445715272,Mad Max: Fury Road
